""	"DMRT1"	"DKK1"	"WNT4"	"SRY"	"NR0B1"	"RSPO1"	"NR5A1"	"SOX9"	"CTNNB1"	"WT1pKTS"	"FGF9"	"DHH"	"PGD2"	"FOXL2"	"AMH"	"CBX2"	"UGR"	"GATA4"	"WT1mKTS"
"E1101_254"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E163_11"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E128_613"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E276_84"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E162_456"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E62_551"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1871_142"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1730_381"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1394_554"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1190_363"	2	2	0	2	1	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E95_727"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E548_571"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E883_262"	2	2	0	2	2	1	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1220_205"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E229_20"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	1
"E299_549"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E448_46"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1769_617"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1557_228"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E644_288"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E783_190"	0	0	2	2	1	2	1	0	1	2	0	0	0	0	0	0	0	2	2
"E922_278"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E94_669"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1093_133"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1062_145"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1211_174"	0	0	2	1	1	0	1	0	1	2	0	0	0	0	0	0	0	2	2
"E1791_535"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1005_178"	0	0	2	2	2	1	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1307_17"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	2	2
"E1114_408"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E314_422"	2	2	0	2	2	0	2	1	0	2	0	0	0	0	0	0	0	2	2
"E66_671"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E889_770"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1905_657"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E1120_220"	0	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	2	2
"E1732_222"	0	0	1	2	2	2	0	0	0	1	0	0	0	0	0	0	0	1	2
"E53_395"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E438_676"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1898_114"	0	0	2	1	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E55_390"	0	0	1	0	2	1	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1059_371"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1098_203"	0	0	2	1	2	2	2	0	1	2	0	0	0	0	0	0	0	2	2
"E863_737"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1547_195"	2	2	2	1	1	0	2	1	0	1	0	0	0	0	0	2	0	2	2
"E309_399"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1277_248"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E166_167"	0	0	2	1	2	1	2	0	1	2	0	0	0	0	0	2	0	2	2
"E131_292"	2	2	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	2	2
"E733_48"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E845_386"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E622_468"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E995_94"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1947_208"	0	1	2	2	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E740_710"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E988_648"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E365_710"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1377_527"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1083_57"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E420_126"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	1	2
"E617_569"	2	2	0	2	0	0	2	2	0	2	1	2	1	0	1	0	0	2	2
"E1312_613"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E849_511"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1302_573"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E844_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"E1046_63"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E671_283"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E1736_529"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E800_449"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2
"E1604_573"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E88_256"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E199_441"	2	2	0	2	1	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1469_494"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E628_690"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E600_733"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E51_642"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1912_141"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1889_772"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1265_620"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1686_218"	0	0	2	0	1	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1457_603"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E1928_761"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1451_111"	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1927_277"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	1	2
"E294_124"	0	0	2	2	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E26_231"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1544_500"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E771_184"	0	0	2	2	2	2	1	0	1	2	0	0	0	0	0	0	0	2	2
"E353_319"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E183_449"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E1818_664"	2	2	0	2	0	0	1	2	0	2	2	2	1	0	1	0	0	1	2
"E956_506"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E1965_404"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E403_44"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E510_640"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1272_99"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1771_233"	2	1	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	2	2
"E1539_269"	2	2	0	2	2	0	2	1	0	1	0	0	0	0	0	0	0	2	1
"E433_133"	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1552_63"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	1
"E646_747"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1135_497"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E713_151"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E762_774"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1112_754"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E523_265"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1251_459"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E20_418"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E601_592"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1661_786"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E197_399"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	1
"E1502_648"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1712_757"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1234_579"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1318_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
"E325_173"	0	1	2	2	1	2	1	0	0	2	0	0	0	0	0	0	0	2	2
"E982_45"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E921_272"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1269_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"E1715_709"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	1
"E272_386"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E445_389"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1063_230"	2	2	2	2	2	1	0	0	0	2	0	0	0	0	0	0	0	2	2
"E454_337"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1535_694"	2	2	0	1	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E522_314"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	1	2
"E1315_276"	1	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E582_136"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E658_782"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E297_221"	1	1	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1304_229"	0	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	1	2
"E1040_565"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E809_775"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E209_43"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E1663_106"	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1425_130"	0	0	1	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E357_783"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E135_331"	2	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	2	2
"E6_770"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1261_593"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E869_796"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1739_409"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1131_33"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E985_635"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E483_374"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1411_666"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E795_722"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1327_537"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1129_212"	0	0	2	0	2	1	0	0	1	2	0	0	0	0	0	0	0	2	2
"E464_80"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E17_609"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1919_44"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E1738_460"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1976_652"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1727_385"	2	2	0	2	2	0	1	2	0	2	0	0	0	0	0	0	0	2	2
"E906_216"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2
"E246_170"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1319_498"	2	2	0	2	0	0	2	2	0	2	1	2	1	0	1	0	0	2	2
"E1853_690"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1689_453"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1025_56"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E311_390"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E901_230"	2	2	2	2	2	0	2	1	0	2	0	0	0	0	0	0	0	2	2
"E340_125"	0	0	2	1	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1176_235"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1690_68"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E46_235"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1941_183"	0	0	2	2	2	1	2	0	0	2	0	0	0	0	0	0	0	2	2
"E938_319"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2
"E821_187"	0	0	2	2	2	1	1	0	0	2	0	0	0	0	0	0	0	2	2
"E715_61"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1528_108"	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1858_145"	0	0	2	1	2	0	2	0	0	1	0	0	0	0	0	2	0	2	2
"E1609_83"	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E941_608"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E533_562"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E328_388"	2	2	0	2	1	0	2	2	0	2	1	0	0	0	1	0	0	2	2
"E729_24"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E647_517"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1777_527"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E158_549"	2	2	0	2	0	0	2	1	0	2	1	2	1	0	1	0	0	2	2
"E296_336"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E436_456"	2	2	0	2	0	0	2	2	0	2	1	2	1	0	1	0	0	2	2
"E1483_535"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1118_316"	2	2	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	2	2
"E157_186"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1209_649"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1268_516"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1656_441"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E813_388"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	1	2
"E1598_588"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1300_764"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E239_49"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E787_507"	2	2	0	1	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E19_275"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1378_111"	0	0	1	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E105_282"	2	0	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1447_374"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1399_454"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E470_86"	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E989_73"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E734_727"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E667_501"	2	2	0	2	0	0	2	2	0	2	2	0	1	0	1	0	0	2	2
"E1110_277"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1488_315"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1478_191"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	1
"E1141_390"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1050_245"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E598_359"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E508_237"	2	2	2	2	2	2	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1151_600"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E635_103"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1041_351"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E333_226"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E958_145"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1923_197"	0	0	1	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1737_663"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E882_570"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E181_783"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E495_592"	0	0	2	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	2
"E675_650"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1695_737"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E388_478"	2	2	0	2	0	0	1	2	0	2	2	2	1	0	1	0	0	2	2
"E792_341"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1078_171"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E122_530"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E447_765"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E991_712"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1516_357"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E203_337"	2	2	0	2	2	0	1	2	0	2	0	0	0	0	0	0	0	2	2
"E997_799"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E867_285"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E843_133"	0	0	2	1	1	0	2	0	0	2	0	0	0	0	0	2	0	1	2
"E1938_741"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E631_345"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1755_626"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E252_589"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1904_773"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	1
"E1697_521"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E630_153"	0	0	2	2	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1006_393"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E233_737"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E1949_577"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1740_121"	0	0	2	1	0	0	2	0	0	2	0	0	0	0	0	1	0	2	2
"E1192_379"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E668_157"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	1	0	2	2
"E3_525"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E326_453"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E134_370"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E139_374"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E606_433"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E170_152"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E172_418"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E846_685"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1992_221"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1033_101"	0	0	2	1	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1113_21"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1930_143"	0	0	2	2	2	0	2	0	0	1	0	0	0	0	0	2	0	2	1
"E575_370"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1055_225"	0	0	2	0	2	2	0	0	1	1	0	0	0	1	0	0	0	2	2
"E760_651"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1076_734"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1665_619"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1945_323"	1	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1888_794"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1986_251"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1879_425"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1505_113"	0	0	2	1	2	0	1	0	0	2	0	0	0	0	0	2	0	2	2
"E1422_617"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E74_797"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1369_708"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1452_701"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1009_207"	2	1	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1612_621"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E735_256"	2	2	1	2	2	1	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1309_17"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1828_758"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E546_152"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1218_750"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1214_527"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E604_374"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E519_690"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1823_765"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E1477_440"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E22_736"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	1
"E1794_570"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E138_39"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1510_528"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E267_661"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1233_717"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1936_766"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1325_30"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	2	2
"E611_191"	0	0	2	2	2	2	0	0	0	2	0	0	0	0	0	1	0	2	2
"E1579_575"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1413_212"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1486_566"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1653_14"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	2	2
"E759_551"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	0	0	0	2	2
"E1156_595"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E97_620"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E370_42"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E663_569"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E137_745"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1473_650"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E1566_388"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
